CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
9.09,8,8,10,1,2,7,9,2,1,6,9,7,8,1,9,3,Coding,Web Developer
6.74,4,5,8,3,10,3,7,3,2,6,6,9,9,1,8,6,Networking,Software Engineer
7.22,3,6,6,8,5,9,7,3,4,4,2,8,10,10,4,5,Analytics,Software Engineer
8.45,8,10,7,2,10,1,5,10,8,8,2,7,8,6,9,6,Analytics,Data Analyst
8.02,10,7,5,7,2,2,10,10,4,2,7,10,4,8,5,7,Coding,Mobile App Developer
9.03,8,4,3,9,6,10,3,10,6,2,2,8,1,7,10,2,Management,Web Developer
8.0,6,4,5,2,10,8,2,6,8,3,4,8,5,8,8,4,Research,Software Engineer
6.23,2,3,6,10,6,4,1,9,8,7,9,7,10,6,6,9,Design,Cloud Engineer
9.71,4,7,9,8,6,6,8,5,6,1,1,4,8,7,3,3,Research,IoT Engineer
6.64,1,6,1,1,4,7,2,9,8,3,8,10,3,5,8,7,Systems,Cloud Engineer
7.26,1,7,10,1,10,2,8,3,2,10,3,8,2,6,1,4,Analytics,Software Engineer
8.27,5,4,5,5,4,8,2,7,8,3,2,7,4,7,10,3,Analytics,Software Engineer
9.94,3,3,8,8,7,4,10,4,8,1,1,6,2,5,10,5,Coding,Software Engineer
6.14,4,9,10,5,7,6,1,2,10,10,5,7,9,10,9,9,Analytics,Data Analyst
9.07,3,7,1,4,2,3,4,1,2,10,8,5,2,4,9,9,Analytics,Software Engineer
6.55,10,9,5,10,4,10,9,1,1,6,7,7,1,2,3,4,Design,Web Developer
7.99,5,6,6,9,10,4,10,2,4,6,6,9,10,10,5,7,Coding,Software Engineer
9.06,10,8,10,4,2,4,10,8,5,10,1,5,9,3,8,4,Networking,Data Scientist
7.49,4,3,2,7,7,4,9,1,4,6,8,1,6,7,2,10,Systems,Software Engineer
9.27,8,6,1,2,5,4,4,6,6,9,9,2,1,6,9,7,Networking,Mobile App Developer
7.82,6,10,2,5,9,1,7,6,5,1,9,9,5,7,7,8,Research,Software Engineer
6.21,5,3,3,4,2,3,2,5,1,2,7,8,1,1,9,3,Research,Software Engineer
7.64,2,6,10,5,8,5,9,8,7,8,5,1,8,2,5,4,Systems,Software Engineer
7.37,3,10,6,8,5,2,8,10,10,6,5,4,10,5,4,8,Analytics,UI/UX Designer
6.48,7,1,7,10,3,6,2,2,2,6,1,1,6,7,2,6,Systems,Embedded Systems Engineer
7.34,7,6,8,5,10,9,10,8,9,10,9,8,2,9,7,2,Analytics,Cybersecurity Specialist
8.92,5,8,7,3,4,4,5,3,7,1,2,9,6,1,2,10,Management,Data Analyst
8.35,6,8,2,6,10,7,5,3,3,1,9,8,8,3,6,9,Systems,Software Engineer
7.29,7,6,8,2,8,8,4,1,10,6,4,5,4,10,9,9,Research,Robotics Engineer
8.15,1,2,8,7,4,9,7,10,1,10,2,1,6,8,3,3,Management,Database Administrator
7.75,6,8,7,6,10,8,1,1,1,2,4,2,4,5,9,5,Design,Data Analyst
8.78,8,6,7,8,5,6,6,1,4,5,6,1,6,4,7,8,Systems,Embedded Systems Engineer
8.49,6,5,6,7,6,8,5,9,3,2,4,7,1,6,5,4,Management,Cloud Engineer
9.75,2,9,10,3,7,1,3,6,7,10,8,2,4,7,8,4,Analytics,Data Analyst
8.47,3,5,9,4,9,3,1,2,4,8,4,1,3,8,5,6,Management,Software Engineer
7.5,1,10,4,7,7,10,1,3,6,5,8,1,5,2,10,1,Research,Software Engineer
8.91,4,5,10,9,6,2,7,6,6,2,10,10,7,4,4,7,Management,Software Engineer
8.42,3,7,9,5,5,10,3,2,6,3,3,7,3,9,8,9,Management,Database Administrator
6.99,3,6,9,7,6,4,3,1,6,4,7,10,8,1,10,9,Networking,Software Engineer
9.86,9,9,1,5,7,5,7,2,10,3,2,2,1,6,2,8,Networking,Game Developer
6.58,6,3,8,7,5,1,7,9,10,9,2,5,5,8,7,6,Design,Network Engineer
