CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
7.12,5,6,6,6,9,6,10,3,1,6,1,1,4,7,8,1,Design,You don’t have enough skills yet. Keep learning!
9.4,3,2,6,5,10,6,3,6,5,7,10,7,2,5,4,8,Design,You don’t have enough skills yet. Keep learning!
6.47,1,3,8,4,8,7,2,3,6,7,4,8,4,2,1,2,Research,You don’t have enough skills yet. Keep learning!
8.54,1,9,2,4,1,6,9,8,1,4,7,1,5,4,1,10,Design,You don’t have enough skills yet. Keep learning!
9.07,5,9,9,2,4,1,1,4,7,4,2,3,4,4,4,8,Design,Data Analyst
9.81,6,1,5,6,3,4,5,5,5,7,9,2,10,7,3,9,Networking,Software Engineer
9.39,7,10,1,10,10,7,1,4,6,7,1,4,3,2,6,4,Design,Software Engineer
7.13,8,6,5,3,7,2,2,1,9,7,4,8,2,9,5,3,Research,Robotics Engineer
9.99,4,7,9,6,4,8,3,9,8,4,5,4,7,9,3,7,Coding,You don’t have enough skills yet. Keep learning!
9.12,10,6,5,7,7,4,10,4,2,6,3,5,4,8,7,9,Design,Robotics Engineer
6.75,5,6,1,1,5,10,5,7,5,7,5,8,10,7,6,10,Analytics,You don’t have enough skills yet. Keep learning!
6.02,7,4,8,10,10,5,9,2,3,6,2,8,9,2,9,7,Research,IoT Engineer
6.35,6,4,10,2,1,5,6,6,9,6,8,6,5,7,7,3,Design,Software Engineer
9.96,4,9,5,5,9,4,6,3,4,1,8,8,6,10,1,1,Design,You don’t have enough skills yet. Keep learning!
7.62,6,8,6,7,3,8,3,10,6,5,8,6,7,2,7,7,Networking,Network Engineer
9.53,8,5,1,10,2,1,7,1,6,2,2,4,1,8,5,2,Coding,Robotics Engineer
8.48,3,6,8,10,7,2,1,5,7,7,10,3,1,3,7,5,Management,You don’t have enough skills yet. Keep learning!
8.14,2,1,3,1,4,3,6,5,5,10,2,8,3,6,4,6,Research,You don’t have enough skills yet. Keep learning!
7.21,9,7,10,1,9,2,3,2,3,8,7,10,3,2,3,1,Coding,Mobile App Developer
7.7,8,5,9,4,6,2,1,4,3,4,3,4,5,10,4,4,Analytics,Robotics Engineer
7.97,5,8,4,8,8,7,10,1,9,4,4,3,3,7,3,6,Research,IoT Engineer
8.14,2,7,3,10,1,10,8,1,7,8,6,10,9,2,10,8,Analytics,Project Manager
7.75,4,1,5,6,3,5,8,7,10,8,5,4,9,7,10,4,Management,You don’t have enough skills yet. Keep learning!
9.29,3,8,4,2,7,7,9,1,6,4,1,3,7,4,9,2,Management,You don’t have enough skills yet. Keep learning!
6.13,7,1,3,1,10,7,8,6,9,9,3,3,4,6,1,2,Systems,Embedded Systems Engineer
9.84,3,1,2,7,7,8,1,3,2,10,8,9,4,1,8,3,Management,You don’t have enough skills yet. Keep learning!
6.18,9,4,10,7,4,7,1,10,4,2,2,2,7,1,1,3,Analytics,Web Developer
6.69,2,10,9,6,4,8,4,9,6,4,4,1,7,6,9,3,Research,Network Engineer
9.89,8,1,4,7,1,6,5,8,1,10,5,4,5,5,8,1,Networking,Software Engineer
7.89,5,4,6,3,4,8,2,1,2,10,4,4,1,4,2,4,Systems,You don’t have enough skills yet. Keep learning!
8.62,4,2,8,7,4,3,4,9,1,6,5,2,6,8,1,6,Networking,You don’t have enough skills yet. Keep learning!
7.31,4,6,9,4,7,2,1,1,5,8,9,7,5,10,8,10,Management,You don’t have enough skills yet. Keep learning!
6.04,8,10,6,2,9,2,1,2,2,10,5,10,5,9,6,2,Management,Robotics Engineer
9.2,9,10,1,7,6,2,4,1,9,9,1,7,4,6,10,5,Systems,Embedded Systems Engineer
9.97,9,4,9,5,1,1,2,6,4,8,9,3,5,8,6,8,Networking,Robotics Engineer
9.72,1,2,3,9,5,9,6,7,3,6,4,9,5,6,5,5,Analytics,You don’t have enough skills yet. Keep learning!
6.18,9,2,8,8,5,4,7,7,3,5,6,10,4,1,8,5,Networking,Software Engineer
7.01,10,8,8,8,9,1,5,9,1,1,9,3,9,1,3,5,Research,Blockchain Developer
9.12,6,10,1,2,3,7,4,5,1,1,1,4,1,2,8,4,Systems,Software Engineer
6.46,9,2,1,4,5,9,8,2,2,2,2,8,2,2,10,2,Networking,Web Developer
8.94,10,5,9,8,2,10,3,6,8,8,1,5,6,4,2,4,Networking,Game Developer
8.09,1,5,4,5,8,5,9,8,8,10,3,8,9,10,3,10,Research,IoT Engineer
7.53,8,10,10,8,9,3,4,2,3,4,6,9,9,9,9,10,Management,Robotics Engineer
7.93,7,10,6,9,6,2,6,10,7,5,6,5,1,7,6,3,Analytics,Software Engineer
6.69,6,4,5,10,9,3,8,8,9,8,6,10,9,1,1,8,Analytics,Project Manager
9.9,1,1,8,8,7,10,6,6,4,8,10,10,2,4,2,8,Coding,Database Administrator
6.31,5,1,5,3,3,7,6,1,6,8,6,4,3,2,7,1,Coding,You don’t have enough skills yet. Keep learning!
7.6,8,5,6,7,5,8,4,10,3,4,6,10,7,4,2,1,Design,Cloud Engineer
9.99,10,6,4,5,7,5,5,10,7,10,9,1,6,10,10,3,Analytics,Network Engineer
7.64,9,1,7,9,9,6,6,5,10,1,6,9,5,9,5,2,Analytics,Robotics Engineer
7.68,10,2,4,3,9,1,4,2,8,6,3,9,9,8,1,3,Analytics,Robotics Engineer
7.25,9,9,6,1,4,1,3,7,10,10,2,9,5,8,1,2,Coding,Robotics Engineer
6.87,10,4,2,9,3,3,9,4,3,4,2,1,9,2,4,3,Design,Blockchain Developer
9.34,5,1,9,4,2,2,2,8,4,9,2,1,2,1,4,10,Design,You don’t have enough skills yet. Keep learning!
7.48,10,7,7,2,5,9,9,10,3,4,2,4,4,10,10,7,Management,Network Engineer
7.93,1,6,3,1,5,1,2,8,7,6,10,9,1,7,9,1,Design,Cloud Engineer
9.33,5,2,1,2,10,6,4,8,10,10,5,5,1,5,7,4,Networking,Cybersecurity Specialist
8.39,4,10,7,1,6,10,5,7,4,6,5,3,8,5,2,8,Management,Database Administrator
7.29,5,2,4,8,7,9,10,5,8,8,2,7,3,7,6,1,Networking,You don’t have enough skills yet. Keep learning!
6.09,5,8,6,4,7,1,7,7,7,7,4,9,5,5,10,6,Management,You don’t have enough skills yet. Keep learning!
8.94,5,9,7,3,7,3,9,3,10,4,2,10,6,4,6,6,Research,IoT Engineer
6.95,4,2,1,7,8,1,7,8,2,9,9,8,1,5,3,7,Systems,Cloud Engineer
6.92,5,9,3,9,6,8,3,3,2,7,7,2,8,1,4,2,Systems,You don’t have enough skills yet. Keep learning!
7.58,10,2,5,10,1,3,1,7,5,7,7,6,2,6,1,8,Analytics,Mobile App Developer
7.43,6,7,7,1,9,6,7,8,1,3,7,4,2,3,1,10,Analytics,Cybersecurity Specialist
7.92,6,1,4,10,8,4,9,4,4,9,3,2,6,8,9,4,Systems,Project Manager
6.68,8,3,7,6,8,1,8,8,5,5,7,5,7,10,10,6,Networking,Robotics Engineer
7.57,8,4,8,5,9,6,3,1,4,5,4,5,4,2,8,5,Management,Software Engineer
6.82,9,2,6,3,1,10,4,9,3,2,8,8,2,3,3,7,Networking,Cloud Engineer
8.34,6,4,5,3,10,5,10,2,5,5,4,5,5,3,1,4,Systems,Software Engineer
6.08,1,4,4,8,1,3,4,9,3,6,7,3,4,10,3,5,Design,You don’t have enough skills yet. Keep learning!
9.96,2,3,4,4,6,1,8,9,5,9,8,2,1,6,8,4,Research,IoT Engineer
6.66,4,1,6,1,1,8,2,4,6,2,10,8,7,2,8,4,Networking,You don’t have enough skills yet. Keep learning!
7.5,5,6,2,6,10,6,7,9,3,8,8,5,9,10,10,3,Coding,Network Engineer
7.64,3,6,3,2,10,10,4,2,10,2,4,8,2,3,6,8,Networking,UI/UX Designer
8.57,2,9,9,4,3,5,3,9,2,2,5,1,4,10,10,7,Analytics,Network Engineer
7.05,10,1,8,3,1,5,1,5,1,10,5,8,4,5,9,4,Analytics,Software Engineer
7.46,2,6,9,2,2,8,7,8,5,4,6,8,10,6,2,10,Management,Cloud Engineer
9.01,4,1,8,1,9,1,6,4,7,3,7,4,3,7,9,2,Design,You don’t have enough skills yet. Keep learning!
6.33,8,9,4,2,10,3,9,10,5,5,10,8,1,10,1,10,Research,IoT Engineer
9.93,2,8,8,2,5,4,5,9,10,9,8,3,2,4,2,4,Design,Data Analyst
8.66,4,7,2,4,6,1,4,4,9,2,7,5,6,2,5,7,Design,You don’t have enough skills yet. Keep learning!
6.05,5,6,8,5,2,1,10,2,2,8,4,7,5,7,2,1,Design,You don’t have enough skills yet. Keep learning!
8.99,9,6,7,2,9,8,7,1,6,6,4,4,8,2,10,6,Systems,Embedded Systems Engineer
8.66,1,3,2,9,8,1,4,3,5,6,6,10,3,8,5,4,Systems,You don’t have enough skills yet. Keep learning!
6.87,9,8,9,9,9,4,10,6,8,5,10,6,7,4,5,3,Management,Game Developer
6.45,9,9,9,6,2,9,8,5,6,10,2,8,8,6,1,2,Management,Blockchain Developer
6.21,9,6,3,6,10,9,7,3,10,10,1,1,7,6,6,7,Networking,Game Developer
7.29,9,3,1,4,10,1,4,6,10,3,7,3,8,3,5,1,Systems,Embedded Systems Engineer
6.89,2,9,8,8,9,1,2,7,10,4,9,2,8,6,9,6,Coding,Cybersecurity Specialist
6.15,2,8,1,2,2,1,5,5,3,10,3,10,4,8,10,10,Systems,You don’t have enough skills yet. Keep learning!
9.84,7,7,9,10,8,1,2,8,1,10,1,8,6,7,9,1,Management,Project Manager
6.31,1,6,7,3,6,2,2,10,4,2,10,10,10,2,3,1,Management,Cloud Engineer
6.88,8,9,6,5,10,8,10,6,8,3,8,7,2,1,7,9,Management,AI/ML Engineer
9.99,2,5,10,2,10,4,7,5,1,8,8,9,2,9,5,5,Management,You don’t have enough skills yet. Keep learning!
8.9,4,1,5,10,9,10,8,1,8,10,5,7,6,2,10,1,Management,Project Manager
6.35,1,5,6,6,8,6,6,7,8,5,2,7,7,7,4,4,Research,You don’t have enough skills yet. Keep learning!
7.66,1,7,8,1,2,7,3,2,8,2,10,6,5,8,8,4,Research,You don’t have enough skills yet. Keep learning!
9.98,9,2,2,7,4,10,3,1,3,9,6,2,9,3,6,1,Design,Blockchain Developer
7.22,8,10,7,4,9,1,7,10,10,4,8,4,7,2,7,8,Networking,UI/UX Designer
6.82,1,6,1,5,7,9,10,6,6,3,6,1,7,9,7,6,Coding,You don’t have enough skills yet. Keep learning!
7.56,9,5,3,10,6,1,5,2,10,1,10,9,7,3,7,8,Research,UI/UX Designer
9.83,2,2,5,2,7,6,4,10,2,1,6,8,8,2,10,3,Networking,Network Engineer
7.52,2,6,3,8,8,7,10,1,1,6,3,3,2,1,8,7,Management,You don’t have enough skills yet. Keep learning!
8.36,8,6,7,10,3,7,4,5,9,5,5,3,8,5,8,2,Design,Blockchain Developer
8.46,7,3,1,5,4,6,3,4,7,4,5,10,3,6,7,2,Analytics,Software Engineer
9.34,2,6,8,2,10,9,5,10,5,9,6,4,8,6,7,5,Analytics,Network Engineer
7.91,1,9,7,10,5,10,10,1,2,5,5,3,6,5,4,6,Systems,Database Administrator
6.88,7,3,9,3,1,4,8,6,3,2,6,4,7,1,10,9,Management,Software Engineer
9.7,1,9,2,10,10,3,10,9,6,1,4,2,5,4,5,10,Design,Cybersecurity Specialist
7.1,2,4,5,9,9,4,10,2,5,1,4,3,9,2,10,7,Networking,You don’t have enough skills yet. Keep learning!
9.89,1,4,3,10,10,3,3,4,8,8,10,9,8,3,10,3,Systems,Project Manager
8.73,5,8,4,3,9,3,10,6,1,3,1,9,4,10,10,9,Analytics,You don’t have enough skills yet. Keep learning!
7.36,4,10,6,3,2,1,2,6,1,3,7,9,4,6,5,3,Design,You don’t have enough skills yet. Keep learning!
9.77,9,10,7,8,1,7,4,9,8,2,4,1,9,5,6,6,Design,Blockchain Developer
9.16,3,6,8,6,10,6,10,5,10,1,9,2,4,5,6,10,Analytics,UI/UX Designer
8.5,8,9,7,6,10,7,4,7,8,6,9,1,7,5,7,3,Design,Cybersecurity Specialist
7.46,1,10,9,10,2,6,7,9,3,9,10,2,6,3,9,2,Networking,Project Manager
6.58,4,1,9,2,7,1,9,8,5,1,3,5,2,2,4,1,Coding,You don’t have enough skills yet. Keep learning!
7.19,2,5,2,5,2,2,4,1,10,6,2,3,2,2,9,8,Design,UI/UX Designer
7.07,9,3,1,4,3,2,8,10,7,9,1,6,7,8,6,1,Design,Robotics Engineer
6.66,4,10,3,8,5,10,2,4,1,7,4,8,8,10,2,1,Networking,You don’t have enough skills yet. Keep learning!
7.19,3,7,8,7,6,7,1,7,1,5,9,3,8,1,9,2,Management,You don’t have enough skills yet. Keep learning!
6.2,9,4,4,7,4,9,5,2,7,7,5,10,4,2,10,3,Research,Web Developer
